PL_NAME,SPEC_PATH,SPEC_TYPE,BIBCODE,AUTHORS,NUM_DATAPOINTS,INSTRUMENT,FACILITY,MINWAVELNG,MAXWAVELNG,MINTRANMID,MAXTRANMID,NOTE
WASP-107 b,25/10/66/80/WASP_107_b_3.12045_5453_8.tbl,Transmission,2024Natur.630..836W,Welbanks et al. 2024,100,Near Infrared Camera (NIRCam),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.4572,3.9421,null,null,F322W2 tshirt
