3.942099999999999937e+00 2.012145564879643661e-02 0.000000000000000000e+00 1.525883521352657327e-02
3.926900000000000279e+00 2.010239231291019793e-02 0.000000000000000000e+00 1.494831327511974596e-02
3.912199999999999900e+00 2.011540298814483430e-02 0.000000000000000000e+00 1.495212924574825311e-02
3.896999999999999797e+00 2.011132268881492616e-02 0.000000000000000000e+00 1.520023124724116659e-02
3.881800000000000139e+00 2.013887831143530704e-02 0.000000000000000000e+00 1.494829622588689580e-02
3.867100000000000204e+00 2.009567492383042275e-02 0.000000000000000000e+00 1.495215665742487612e-02
3.851900000000000102e+00 2.011728419840757773e-02 0.000000000000000000e+00 1.520023669414748667e-02
3.836700000000000443e+00 2.011199130761972403e-02 0.000000000000000000e+00 1.494827883641756776e-02
3.822000000000000064e+00 2.010945969927098800e-02 0.000000000000000000e+00 1.470021745883901866e-02
3.807299999999999685e+00 2.011670590327011357e-02 0.000000000000000000e+00 1.495219410089333040e-02
3.792100000000000026e+00 2.012800707914996767e-02 0.000000000000000000e+00 1.520024421828635938e-02
3.776899999999999480e+00 2.010409528758758807e-02 0.000000000000000000e+00 1.494825523725892315e-02
3.762199999999999989e+00 2.012132217355337357e-02 0.000000000000000000e+00 1.495222320339990862e-02
3.746999999999999886e+00 2.012270852347389227e-02 0.000000000000000000e+00 1.520025013273095318e-02
3.731799999999999784e+00 2.012108305045568271e-02 0.000000000000000000e+00 1.494823701727681156e-02
3.717100000000000293e+00 2.010303686738514756e-02 0.000000000000000000e+00 1.495225308091329558e-02
3.701900000000000190e+00 2.012487918481452656e-02 0.000000000000000000e+00 1.520025626466084412e-02
3.686700000000000088e+00 2.013199495347785944e-02 0.000000000000000000e+00 1.494821842248216480e-02
3.672000000000000597e+00 2.013805591524219299e-02 0.000000000000000000e+00 1.470023558824580176e-02
3.657300000000000217e+00 2.012322441411361004e-02 0.000000000000000000e+00 1.495229394530259680e-02
3.642100000000000115e+00 2.014697543185675621e-02 0.000000000000000000e+00 1.520026474916309940e-02
3.626900000000000013e+00 2.016474303035155000e-02 0.000000000000000000e+00 1.494819316957845222e-02
3.612200000000000077e+00 2.019157359884945352e-02 0.000000000000000000e+00 1.490190368327693957e-02
3.597100000000000630e+00 2.019192298302291758e-02 0.000000000000000000e+00 1.515068994145149853e-02
3.581900000000000084e+00 2.021485260236696724e-02 0.000000000000000000e+00 1.494817370242670571e-02
3.567200000000000593e+00 2.022859337071438932e-02 0.000000000000000000e+00 1.495235836383591345e-02
3.552000000000000046e+00 2.027920784549342575e-02 0.000000000000000000e+00 1.514984908633574753e-02
3.536900000000000155e+00 2.028910846267884677e-02 0.000000000000000000e+00 1.489857942787726000e-02
3.522199999999999775e+00 2.030535215706411045e-02 0.000000000000000000e+00 1.495239189715681129e-02
3.507000000000000117e+00 2.028961008953178435e-02 0.000000000000000000e+00 1.514985073163736123e-02
3.491899999999999782e+00 2.042050257704471072e-02 0.000000000000000000e+00 1.489856457312609128e-02
3.477199999999999847e+00 2.041919517438938944e-02 0.000000000000000000e+00 1.490198782817064166e-02
3.462099999999999955e+00 2.041319270546225473e-02 0.000000000000000000e+00 1.515072773479178049e-02
3.446899999999999853e+00 2.041831957222919533e-02 0.000000000000000000e+00 1.494811277729814550e-02
3.432199999999999918e+00 2.047394760766860916e-02 0.000000000000000000e+00 1.490201752878050380e-02
3.417100000000000026e+00 2.051312096465603488e-02 0.000000000000000000e+00 1.510029486548899146e-02
3.402000000000000135e+00 2.049271272850895775e-02 0.000000000000000000e+00 1.489853400051724744e-02
3.387300000000000200e+00 2.047345611463073992e-02 0.000000000000000000e+00 1.490204804754321696e-02
3.372199999999999864e+00 2.040605195923563681e-02 0.000000000000000000e+00 1.515075507744131737e-02
3.357000000000000206e+00 2.051544836630430843e-02 0.000000000000000000e+00 1.514985725905049554e-02
3.341899999999999871e+00 2.053446052847558365e-02 0.000000000000000000e+00 1.510030828529386644e-02
3.326799999999999979e+00 2.076275463426506540e-02 0.000000000000000000e+00 1.489850747020322018e-02
3.312100000000000044e+00 2.066798604919050514e-02 0.000000000000000000e+00 1.490210124938540909e-02
3.297000000000000153e+00 2.046935324912492471e-02 0.000000000000000000e+00 1.510031673937685566e-02
3.281900000000000261e+00 2.047943101123259751e-02 0.000000000000000000e+00 1.484804180167607728e-02
3.267300000000000093e+00 2.050059205295254317e-02 0.000000000000000000e+00 1.485257964153229200e-02
3.252200000000000202e+00 2.044464283754662132e-02 0.000000000000000000e+00 1.510032552602382644e-02
3.237099999999999866e+00 2.055413148718497965e-02 0.000000000000000000e+00 1.515079988776373010e-02
